,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance
7738,5,28,7,24613.73,2269.144167,8,3,11,3,14,8.0,8.18,4.0,1,637.25,37.56235139,304,0,56.50145629,48.50680572,361.9061547
4392,4,35,7,15967.505,1474.625417,3,5,7,2,3,-1.0,10.99,2.0,1,447.66,40.39902493,377,1,16.52613638,35.43107091,355.5053344
3078,0,33,2,19786.36,1929.863333,7,8,32,8,39,16.0,24.28,10.0,0,4132.83,29.9962193,66,2,102.2872859,185.0165608,185.6824867
7588,5,20,4,20275.97,1623.664167,9,9,16,2,15,20.0,15.32,9.0,2,1803.18,35.25426098,235,2,26.11313897,78.4699923,347.7832854
10259,0,42,4,70581.859081014,5988.704156915869,4,2,4,14,6,2.1278946943162858,9.786118468894179,0.03197367357907144,1,1364.3508243313877,27.262482617067036,376,1,220.85410083650459,169.19154962261567,468.82476533086793
9511,7,35,8,36130.89,3192.9075,5,7,20,2,10,10.0,2.13,3.0,2,1395.65,39.55549122,344,1,32.5897949,77.66658228,469.0343728
5723,0,54,9,160664.8,13235.73333,3,5,7,1,15,5.0,11.76,4.0,1,244.08,43.11868784,254,1,123.7901742,326.5398565,1113.243303
7497,7,44,7,80807.37,6796.9475,3,4,6,3,21,13.0,4.83,3.0,1,970.11,30.44092045,390,1,161.0343885,410.5135442,378.1468173
2165,7,39,9,39102.56,3012.546667,9,7,24,5,57,19.0,26.66,11.0,0,3953.52,29.06619537,68,2,135.0534302,82.13312017,354.0681163
617,7,47,7,18613.045,1394.087083,1,3,5,3,29,6.0,11.54,9.0,1,1288.31,33.20199082,200,1,34.39606375,69.21337919,315.7992654
12075,2,32,4,32893.48092772644,2916.0559462644796,5,3,2,0,10,14.077284433702708,5.630380055497896,3.0,1,748.5052005800826,36.535652828301124,268,1,11186.968843058234,176.25160679549035,389.6552049082532
11002,5,22,6,87961.91909991202,7355.927433543608,2,3,9,1,6,5.700473065691298,7.905156329825891,3.257413180395028,1,336.40078219449885,34.86822282107247,322,0,60.268453576934974,181.52319097823963,733.8010988480474
12366,2,37,0,31020.68670869798,2513.576614261051,2,4,9,1,7,6.141247081756079,2.3264884705176736,4.0,1,347.2735664299539,34.41974310123648,284,1,16.835452527087888,272.0082105730764,250.7582336616094
6105,1,19,12,81165.56,6867.796667,4,5,3,3,14,4.0,9.99,4.0,1,1235.16,26.4807721,298,0,151.7464949,91.24333532,683.7898364
8509,7,37,1,20967.39,1932.2825,7,6,28,8,41,22.0,8.77,10.0,0,4094.0,30.10795813,59,2,99.51025967,29.28959468,304.4283956
6975,5,30,1,37550.74,2930.228333,0,5,9,2,14,0.0,1.96,0.0,1,417.92,38.64363727,273,1,61.35582984,272.5678442,249.0991593
12055,5,38,1,38384.486309057356,3059.537690073822,2,4,5,0,7,4.466181591127557,3.8029104532346576,2.9323631822551137,1,206.6118740180467,30.456748687140603,338,1,15.204509825906296,45.57085655852786,485.1784025482862
12199,0,31,5,34629.652416730976,2659.5101869779915,4,5,15,-94,11,16.488497943796023,8.208541275531333,1.9488497943796024,1,105.35679030603356,25.003089419795643,316,0,83.35218871779237,316.1784468685252,154.3743748887117
2004,1,19,3,9381.05,559.7541667,10,10,16,7,19,21.0,7.29,8.0,0,1625.4,27.82065198,238,2,27.91818864,57.99596611,250.0612619
11900,0,47,11,77765.16715540204,6620.849692771084,3,2,3,3,16,9.159048438401689,8.62916293422092,3.396849879877053,1,722.0038976042532,35.77286230529906,243,1,152.76182027694006,88.82770774220043,660.4954413157474
3047,1,36,3,18496.49,1802.374167,7,8,27,4,38,26.0,4.48,12.0,0,1571.26,31.12781325,237,0,56019.0,240.6344276,174.6974205
11021,4,21,8,45991.295092990375,3806.960204353106,4,5,10,1,14,43.45532146672079,9.269691982809853,6.480974641551384,1,1322.5452119667314,34.02414523328227,382,0,67.52016471773237,160.55323735291077,415.5341193781736
4397,1,26,10,75612.08,6401.006667,8,7,17,-100,52,18.0,8.5,10.0,0,2312.82,30.00896964,214,2,226.1019944,73.48100944,580.5176628
7740,4,41,7,8103.425,572.2854167,9,1095,32,8,47,22.0,28.92,11.0,0,2944.35,37.42881161,125,2,39.15389973,21.75081531,286.3238266
8205,3,43,2,7388.705,441.7254167,3,6,30,7,21,19.0,10.32,8.0,2,1911.25,29.84128736,73,2,35.27263426,17.30791587,281.5919915
3095,6,39,4,19910.51,1622.209167,9,10,15,5,59,24.0,27.19,12.0,0,3957.01,38.95493683,69,2,57.67071368,40.53669787,324.0135051
11436,0,34,4,144367.76087280043,11764.736272877937,3,2,10,0,13,9.180440847928855,7.562024832443716,7.939853050690382,1,695.8222185775727,42.454900115379075,294,1,5.073560719722224,291.9989615079269,1139.1003704226184
3285,5,31,11,40306.66,3532.888333,8,7,25,9,48,21.0,5.82,13.0,0,2089.29,26.53467588,69,2,200.1075781,326.74981,116.4314452
12027,0,48,3,15279.545,1517.791627,0,5,8,3,1,4.0,6.99,4.0,1,168.35,32.534415892407964,366,0,76.53930322,34.55916980356369,340.4368916222736
7534,1,26,2,66755.64,5556.97,6,9,21,2,39,17.0,7.7,10.0,0,1349.83,28.79076854,136,2,73.23991176,420.6105541,341.8465341
5910,6,35,11,32181.66,2430.805,3,3,7,4,12,8.0,3.66,2.0,1,1072.42,31.12221746,335,1,63.8335462,126.5415366,342.7054172
1313,4,20,4,59986.0,4800.833333,2,652,1,1,8,2.0,8.54,6.0,1,275.56,33.61815222,251,1,40.24370596,334.3637098,365.4759175
7442,5,36,11,56175.12,4916.26,5,7,10,7,24,15.0,15.75,8.0,2,1755.34,35.56780339,147,2,268.5514835,145.4736381,327.6008784
7075,4,28,2,41467.22,3174.601667,6,10,18,9,62,21.0,2.29,15.0,0,1441.4,35.60645192,163,2,198.3720163,207.5037098,201.5844406
12277,6,42,7,75864.60902275707,6193.131016192848,6,3,2,3,11,10.780099038660966,4.316976340764325,4.479933974226023,1,1204.3995177822383,36.26707621119668,233,1,202.38264060172608,93.5282597493388,563.402201310221
2903,5,38,8,122579.04,10510.92,1,3,1,4,13,3.0,9.98,2.0,1,1421.67,25.90674089,291,1,15547.0,916.8356079,217.2523185
6225,2,32,11,58792.74,4876.395,1,4,1,0,14,10.0,2.82,2.0,1,57.78,33.11034902,216,1,0.0,590.3627123,187.2767877
3333,0,22,4,70483.74,5633.645,8,6,20,0,28,17.0,14.68,7.0,2,773.2,36.10663377,168,2,0.0,162.6558831,650.7086169
3053,6,46,11,31029.7,2519.808333,6,7,4,4,23,14.0,10.74,1.0,1,1157.08,34.01635572,232,1,96.46996501,23.82014665,371.6907217
9229,2,36,9,142974.96,11698.58,2,4,5,3,14,14.0,8.27,0.0,1,443.62,26.75950189,287,1,228.1625797,572.9691079,638.7263124
8369,2,39,9,44826.54,3953.545,2,3,10,0,25,9.0,2.52,2.0,1,952.04,35.11198028,342,1,0.0,214.7947103,440.5597897
2269,0,27,11,39593.77,3308.480833,2,1,5,4,8,9.0,4.27,4.0,1,1460.41,38.68462038,343,0,78.73686094,119.7185,382.3927224
8891,6,18,8,57786.18,4910.515,7,4,11,-100,25,8.0,8.89,7.0,2,1693.68,27.76954352,239,2,167.8868033,120.1292774,443.0354193
5437,5,41,8,55910.68,4649.223333,5,3,11,0,12,7.0,9.76,2.0,2,7.54,26.73380597,356,1,0.0,320.6535326,434.2688007
8276,3,40,2,43922.32,3869.193333,2,6,6,3,0,10.0,4.67,1.0,1,233.83,32.02750476,267,1,66.54092877,155.6923115,414.686093
10843,4,44,5,95646.47937748385,8023.5209196413625,3,4,7,3,15,14.663495252951403,4.149705550792351,3.0,1,383.16302364018867,37.17082649843941,367,0,238.4831510070529,496.92020079434786,341.6027211012712
8756,5,40,0,9989.875,618.4895833,3,6,34,7,21,15.0,13.36,10.0,2,1287.97,28.58554625,231,2,56.94747399,61.85040326,233.0510811
4415,7,34,12,76891.0,6480.583333,6,7,19,4,56,21.0,8.79,12.0,0,1999.24,38.31579531,173,2,130.2571597,210.6625502,557.1386235
8081,2,39,8,14982.63,1003.5525,10,8,20,5,28,19.0,17.16,7.0,2,2291.45,26.30620228,167,2,40.62533007,41.03602143,268.6938985
8470,3,44,13,7161.64,758.8033333,8,8,29,3,24,23.0,8.61,6.0,0,2669.02,39.28246165,133,2,12.42722636,64.17551714,289.2775898
2114,0,35,5,29327.1,2457.925,6,6,18,5,11,16.0,11.18,9.0,2,1448.17,32.32391773,223,2,74.11511962,38.49748079,373.1798996
5045,6,46,4,31254.23,2665.519167,0,6,4,-100,12,2.0,15.94,1.0,1,783.52,26.33589077,357,1,74.50361698,136.8692281,335.1790716
7169,3,23,6,71809.76,6168.146667,7,7,17,8,50,15.0,1.58,7.0,0,4439.92,26.6936297,76,2,297.917684,179.0564061,409.8405765
4257,2,28,13,81126.78,6885.565,0,3,1,-100,11,7.0,6.22,3.0,1,316.07,35.71216127,350,1,127.9998195,141.327743,659.2289376
2602,4,34,2,91308.16,7781.013333,3,7,17,3,15,12.0,11.28,5.0,2,1382.62,30.4715923,398,2,217.2614828,317.9526787,522.8871718
7257,1,39,6,79050.88,6676.573333,6,8,21,7,25,22.0,5.15,16.0,0,1570.89,29.70101366,161,2,331.7693105,348.7871188,257.1009041
8693,3,17,5,7106.15,592.1791667,6,5,29,3,41,21.0,3.66,7.0,0,2688.12,28.98688111,226,2,9.575854756,27.96300793,311.679054
6790,2,16,11,7650.145,910.5120833,9,10,29,6,62,22.0,0.7,8.0,0,1306.52,26.80901406,144,2,28.11416359,32.58061612,280.3564286
520,0,37,2,108734.13,8077.402365,5,6,9,2,24,11.0,18.89,8.0,2,1105.29,40.35538568,241,2,910.3314912,165.3693114,806.6920821
8704,5,30,5,35989.5,3039.125,7,6,26,7,14,20.0,8.66,11.0,2,1754.71,34.71962099,108,2,184.385193,219.2975423,190.2297647
4974,1,47,14,53052.2,4546.016667,6,5,12,2,30,9.0,6.57,4.0,2,434.25,28.46298818,204,1,79.60689296,538.4489418,126.545832
7478,6,43,11,67857.8,5498.816667,8,10,32,3,29,19.0,13.71,9.0,2,1497.68,39.14576795,199,2,116.0557763,115.2528083,568.5730821
6637,5,43,6,61503.66,4972.305,7,4,11,4,5,19.0,11.89,2.0,1,1150.36,34.38195738,399,0,179.6433416,596.502542,11.08461642
1092,6,29,2,60462.44,5081.536667,7,7,26,7,40,20.0,13.19,10.0,2,1432.13,40.33559672,90,2,319.7903879,131.2859622,297.0773165
9943,3,34,7,80661.32,6551.776667,5,4,30,4,10,17.0,9.58,5.0,2,1482.15,35.4499938,87,0,57928.0,227.7688372,541.8463554
10024,6,27,1,135550.88,11547.90667,3,3,9,3,5,10.0,6.52,3.0,1,716.21,30.31947130858991,274,1,203.494906,261.3469800554322,931.3031444493411
6237,2,35,1,39944.67,3318.7225,4,3,7,1,0,-1.0,8.34,1.0,1,364.95,37.31952308,190,1,22.37777689,101.2732248,458.2212483
3771,0,18,1,49732.35,4321.3625,6,10,18,8,35,25.0,8.72,9.0,0,4295.32,23.67473473,48,2,211.3123413,349.9666891,140.8572196
1109,2,54,11,78937.1,6605.091667,3,7,7,4,14,7.0,6.05,3.0,1,520.56,39.14385042,380,1,174.4163438,165.8744196,570.2184033
1038,7,35,12,68183.84,5916.986667,8,4,27,7,31,19.0,25.67,10.0,0,3341.21,28.4183271,138,2,201.1615103,210.3788537,430.1583027
10461,1,49,5,34247.87087762704,2926.171766039925,3,4,7,1,10,10.573907898731363,7.967737895695527,2.4347697468284064,1,534.6648594866872,35.40783628949684,253,0,31.038893721522797,37.28126947662085,464.29701343010976
20,0,26,8,54881.55,4633.4625,9,10,22,7,25,18.0,5.24,11.0,0,4727.09,26.81048266,36,2,218.6546697,60.73862782,433.9529525
10940,7,32,12,145086.27277552822,12001.246186417111,4,4,11,5,13,11.99469365035046,14.967423559517517,8.360259595677565,1,554.1738853152758,27.94755810032734,96,1,440.91711230547133,470.64611019776936,539.4753113017881
4605,4,49,2,68721.08,5560.756667,5,7,4,1,11,12.0,8.55,7.0,1,130.89,27.25430538,279,1,47.83572622,273.7511321,494.4888083
934,4,43,14,77004.92,6233.076667,10,5,22,6,43,15.0,32.82,9.0,0,2511.6,38.00037071,22,2,370.6471223,227.9832276,304.6773168
11106,4,39,7,70705.77089229168,5817.152780897107,0,1,5,4,14,7.4986984310964395,0.6970658144637585,2.41688359481726,1,1457.3102179250302,30.35130429144802,279,0,157.55572511059341,175.7150703623122,508.44448261680503
11236,6,22,5,69334.17068931703,5892.368615968092,2,3,6,0,6,1.0807016537193994,4.856982659486813,5.9596491731403,1,150.27376033133226,28.154358917600575,328,1,51.70708915073908,117.8732189234271,660.0600617048716
8072,7,30,5,27697.18,2283.098333,4,3,19,3,22,11.0,8.06,8.0,2,824.16,33.97570051,205,2,45.03536155,304.5260357,168.7484361
1726,3,39,0,31407.1,2615.258333,7,7,29,8,27,24.0,24.16,7.0,0,2949.79,28.97915552,74,2,115.2068732,297.6940517,138.6249083
8552,1,30,12,64674.2,5675.516667,9,7,17,6,58,23.0,1.71,12.0,0,2374.96,26.14761345,138,2,197.226883,346.8911717,293.433612
6569,5,25,2,11650.835,1125.902917,6,7,3,-100,30,12.0,12.78,6.0,1,362.4,36.40726333,274,1,23.32579106,50.49217912,298.7723215
1737,5,32,9,59393.36,4870.446667,8,5,15,0,11,16.0,19.61,7.0,2,1046.68,25.82312714,252,2,0.0,120.8267291,636.2179375
4782,0,15,8,15359.74,1362.978333,10,7,27,8,20,22.0,1.06,6.0,0,2064.96,32.2667057,89,2,70.86812407,157.233483,198.1962262
561,5,27,14,152104.68,12603.39,2,3,11,1,17,6.0,0.76,7.0,1,370.63,30.9813238,285,1,114.7030917,957.2461439,458.3897644
10651,2,43,8,73582.00466857172,5898.197142004901,5,3,11,2,5,14.713320041361806,14.965916452529495,4.0,1,171.77965668323435,27.92659262912386,353,1,97.84377613326106,309.39167820972006,442.2343595826792
11472,6,28,8,39436.01131491906,3460.6936522303154,4,3,1,1,10,0.0,7.624357395632168,4.308984408009851,1,1371.3210328637158,30.774498572416835,291,1,24.65648448036996,75.97904300089905,495.4338377886727
9871,4,29,7,31429.85,2879.154167,6,5,5,2,17,19.0,4.03,2.0,2,884.18,31.18744558,203,2,48.43796806,150.63118,348.8462686
1162,7,20,9,38831.83,3328.985833,3,5,9,2,23,1.0,7.74,0.0,1,807.04,26.29715507,195,1,63.9387265,439.4144174,119.5454395
11931,3,19,3,23489.78,2221.481667,7,5,12,4,16,13.0,4.427796088309848,0.0,2,530.44,33.03803677733529,303,0,49.04865314,72.54130421974837,355.3548107872858
8323,0,26,13,21178.31,1990.859167,5,4,8,3,23,18.0,0.74,5.0,2,262.25,28.49249929,288,0,45.48248913,156.3841138,277.2193138
10496,0,24,9,41284.83000480082,3368.099194596957,0,2,324,1,6,6.1062359374199,6.01135460162431,2.3687453124733002,1,801.9850961640763,30.756374630353964,237,1,37.31115640723422,135.2406046795394,417.414431778962
1527,2,36,1,29827.76,2385.646667,8,8,16,5,28,22.0,17.31,6.0,0,3376.44,24.32239484,137,2,118.9429454,94.87512493,294.7465964
5359,0,42,4,52266.76,4316.563333,8,6,11,3,11,18.0,10.8,8.0,2,140.69,31.0156034,199,2,95.38632564,101.2343343,485.0356734
2930,0,27,14,18771.54,1670.295,10,6,24,5,34,18.0,17.17,16.0,0,3796.48,34.74302942,119,2,46.59855012,119.7371764,270.6937735
58,7,55,9,41481.82,3526.009912,1,3,4,3,9,4.0,11.68,2.0,1,650.2,31.02048749,239,1,175.4272328,250.2179371,287.0450847
10111,5,40,2,62914.47904593074,5282.165903833816,3,4,5,1,9,6.560096390213271,4.503816145360723,2.859975902446682,1,1299.0014429033374,36.82165529841579,352,1,63.749238948957284,234.44255540273915,505.82407314808444
5716,4,42,6,119643.12,10127.26,3,2,8,2,13,5.0,-1.11,2.0,1,186.99,41.69631069,295,1,103.2467749,254.5303943,904.9488308
10610,4,24,10,15313.183353803104,1082.3774712406776,1,2,4,0,4,0.5862857479934789,4.532137172014359,3.6205713780097817,1,689.9616584414488,31.842701081828547,290,0,7.316801228702332,105.51049866770447,285.41044723179806
2291,0,17,1,10499.56,995.9633333,8,3,11,7,26,10.0,7.86,5.0,2,2469.98,27.36793542,208,2,40.53744009,25.12227664,293.9366166
10675,5,39,5,42770.944969802775,3760.552079521571,2,4,5,37,3,9.435925971166482,8.7071072929488,5.512592230668142,1,160.28399780130897,34.98764177570729,241,0,67.75209359188325,331.07853756025656,254.14679763066357
5707,6,52,0,30365.13,2353.4275,4,1,7,3,14,4.0,7.68,3.0,1,1224.77,23.27388758,335,1,44.32074352,55.31691369,395.7050928
7731,6,43,0,12979600.0,1539.556667,9,9,28,-100,62,16.0,9.52,10.0,2,1382.53,25.14875461,75,2,24.68268466,21.63216089,347.6408211
9604,7,49,4,28420.92,2355.41,2,5,4,4,9,11.0,4.55,3.0,1,433.44,37.54055337,290,1,86.15357285,197.3123437,222.0750834
1649,4,24,7,117201.39,9712.7825,5,1,5,1,16,3.0,8.33,3.0,1,1453.22,29.61076008,340,0,57.73638047,514.7494115,678.792458
10197,4,36,8,15922.596647528231,1246.0582619792945,3,2,7,1,9,6.433958459856422,5.878054331869671,3.0,1,954.4826096822906,30.917000440307614,273,1,8.752949256049954,49.01679731263508,326.83607963685085
2724,3,14,5,64815.64,5627.303333,9,6,28,9,55,18.0,25.79,11.0,0,2530.78,35.09962895,65,2,356.697459,186.4930419,269.5398324
11114,0,35,7,104532.58333204417,8863.48892736641,4,4,9,2,14,6.357548086448759,3.543119325455855,7.428301275700827,1,1264.9146462859667,31.901026865339926,324,1,172.84924555001837,460.50450438171856,518.8890130013799
6020,7,32,2,115123.16,9541.596667,0,5,9,2,-2,1.0,2.14,3.0,1,286.29,33.7006804,312,1,166.9918084,206.6778866,830.4899716
8454,7,29,14,39566.48,3050.206667,10,8,17,3,29,11.0,14.15,7.0,2,1917.58,31.98948058,80,2,63.70828192,174.2090899,357.1032948
11828,4,33,2,18294.28370572361,1730.8085672478564,1,4,3,2,11,8.805432329299986,2.6940742469749894,1.3891353414000274,1,980.7934298285338,26.561072113105528,321,1,31.7718543720235,87.46070691728232,343.8482953870364
4532,2,32,4,73475.02,6225.918333,0,5,8,3,30,9.0,5.6,1.0,1,148.21,36.89115491,201,1,177.0168471,212.1010478,483.4739384
6378,7,35,14,125062.92,10250.91,5,3,11,1,15,9.0,3.49,4.0,1,1424.96,39.14556055,249,1,73.98129377,241.0417891,970.0679171
6470,4,48,2,115476.12,9851.01,1,7,5,0,0,10.0,9.58,0.0,1,162.9,36.32840383,379,1,0.0,260.9724664,1004.128534
3870,0,41,8,73366.36,5950.863333,8,9,27,8,49,18.0,23.68,11.0,0,4029.36,31.83544533,61,2,285.3685403,582.4464814,7.271311659
8875,7,46,5,62630.6,5286.216667,9,6,22,5,54,15.0,17.07,14.0,2,2425.13,25.68297987,201,2,229.7753057,51.35596048,487.4904005
12319,1,48,4,28821.13915437157,2458.2767066119845,4,2,6,1,9,2.29782716753178,3.4154990887148653,2.1347818883121468,1,246.52229027873625,28.144665980811244,251,1,25.92254190514909,125.64917245209638,349.9298657338833
2907,3,22,5,81538.76,6963.896667,9,7,3028,5,46,23.0,23.77,7.0,0,3869.25,31.94810504,106,2,334.43737,517.7280484,114.2242483
8959,7,20,8,37361.02,3280.418333,10,6,19,6,54,18.0,22.41,12.0,0,2911.75,41.39618108,51,2,129.8718905,159.2730418,318.8969011
3538,5,29,2,19170.73,1315.560833,3,5,8,4,0,0.0,11.35,4.0,1,318.94,23.51826991,242,1,58.04807245,78.65823324,274.8497776
7061,5,30,4,54858.75,4327.5625,7,7,16,5,8,19.0,11.74,5.0,2,2229.82,27.16788038,238,2,144.2991584,121.9887836,416.468308
8544,3,38,9,21114.95,1478.579167,4,7,12,1,13,8.0,2.54,3.0,1,895.29,30.06744909,346,1,9.60864464,93.30324805,314.946024
8413,3,26,0,38624.06,3043.671667,0,5,11,4,3,10.0,4.19,4.0,1,1394.46,26.98386403,185,1,78.45202561,105.9442619,369.9708792
1817,7,16,5,17995.83,1304.6525,7,5,30,7,35,20.0,16.64,11.0,0,1596.16,36.61303833,109,0,99.6375363,144.8655459,175.9621678
12154,2,22,12,115824.32912782309,9899.545448306455,7,4,4,0,12,13.947563816768117,4.931837571027681,0.0,1,213.82333428325293,42.006758085261765,387,1,92.54052032899183,175.19373289861304,962.2202916163616
3949,5,29,14,81892.68,7112.39,6,6,20,4,23,23.0,17.22,8.0,0,1933.98,40.91933106,127,2,198.1620763,448.8751144,334.2018093
337,5,19,11,115177.32,9529.11,4,4,2,4,10,10.0,3.83,4.0,1,801.79,39.05862026,204,1,293.9138436,62.95965002,836.0375064
2072,2,34,7,131313.4,11242.78333,0,1,8,2,-1,2.0,15.34,4.0,1,352.16,31.98371001,368,1,137.6446054,698.8732707,547.7604572
10777,3,46,2,121666.5654339421,10084.880453403486,2,6,4,1,8,1.1375315993661061,4.038411954363208,1.0,1,1054.4852774324065,31.360155251155035,198,1,109.21369698834403,266.99292619971527,885.7312957527273
12292,3,36,7,101169.85664279359,8357.181299723426,5,5,10,1,13,7.623994201686308,8.626632597486187,6.623994201686308,1,1340.9008759709034,31.915913244566124,316,0,87.86417373996697,885.3483965070302,152.5055597497055
5684,3,36,6,19567.0,1681.583333,7,10,28,7,25,23.0,9.77,6.0,0,2202.33,38.69069764,215,2,86.44355609,160.4901366,211.2246406
3513,0,32,9,7326.605,739.5504167,10,9,29,-100,19,14.0,14.38,12.0,2,2576.28,38.30340593,74,0,15.8194338,0.0,290.3301885
2815,1,34,13,10426.61,852.8841667,5,4,5,1,30,3845.0,11.35,6.0,2,656.86,28.41642013,380,2,49593.0,47.7852386,291.5082825
5230,2,31,10,16241.52,1548.46,9,9,23,6,16,22.0,15.17,8.0,0,2410.41,25.21905859,74,2,71.89092068,127.7572959,245.1977834
6625,7,42,4,42265.53,3297.1275,7,5,32,6,30,9.0,9.0,8.0,2,2107.97,35.23750551,163,2,112.393902,128.1321338,339.1867141
11989,1,20,3,35317.0926386656,2919.677361780689,4,4,5,2,16,6.413526381488802,10.162632057187801,1.5488728015425997,1,894.384078565738,37.63830192305257,365,0,48.05728840659157,46.922866615825065,442.47630917754447
11553,3,47,3,34048.78034406182,2787.281230107473,3,5,5,2,1,7.061808460689223,6.639469542449367,0.24723384275689053,1,1028.2550102660198,31.949348333364142,383,1,70.20770886490925,138.82417805820273,339.69623609960024
766,1,17,7,31736.14,2813.678333,7,9,32,5,57,15.0,-0.77,1189.0,0,2296.23,26.11701762,246,2,121.3479925,115.5375893,314.4822515
3782,5,51,9,36549.68,3074.806667,0,5,12,0,15,6.0,4.58,4.0,1,1051.86,27.73322263,274,1,0.0,200.4201065,387.0605602
5396,4,36,9,142974.96,11698.58,2,4,5,3,9,11.0,1.27,1.0,1,443.62,29.2377038,292,0,228.1625797,1023.036762,198.6586586
1144,7,21,3,14759.53,1394.960833,6,6,26,6,65,18.0,29.02,8.0,0,4809.55,37.08846481,150,2,67.79318563,148.4134179,213.2894798
11434,2,39,8,40054.73171939596,3231.180158596446,2,5,9,-27,3,8.142877297017328,7.607206880191715,1.1428302706435614,1,1117.5612453701124,30.250781479422063,368,1,48.61156027521416,90.15123067227739,437.21230061019065
2510,2,30,5,67854.3,5573.525,3,7,7,0,13,7.0,-1.62,4.0,1,586.09,35.35137357,370,1,0.0,498.1882079,339.1642921
5118,5,33,7,59939.52,4721.96,3,5,16,0,7,20.0,12.23,4.0,2,1338.53,26.62798601,380,2,0.0,199.8158622,522.3801378
2273,6,17,1,34343.96,2897.996667,10,8,28,3,54,14.0,19.09,12.0,0,1699.05,38.53389318,136,2,66.35346014,177.6468636,335.799343
6390,7,34,8,32434.64,2601.886667,7,5,33,2,21,13.0,11.78,11.0,2,2620.89,36.91121518,119,0,52.36291216,304.360305,193.4654495
5792,2,43,3,59359.04,4961.586667,9,10,28,6,29,16.0,13.28,10.0,0,3339.7,34.02840467,65,2,287.0888501,136.0527139,343.0171027
6580,4,41,0,61796.92,5318.743333,9,9,28,9,24,17.0,27.46,10.0,0,3133.49,25.74219525,139,0,334.4616622,37.97450703,399.4381641
9514,6,23,14,20455.92,1935.66,8,9,30,5,20,21.0,16.08,9.0,0,4176.67,38.7187778,85,2,48.49145578,23.05139367,372.0231505
4635,3,41,1,42755.64,3471.97,7,8,15,-100,54,18.0,5.01,12.0,0,1486.46,26.95772191,80,0,157.9365268,210.8320497,238.4284235
11012,2,49,8,28091.92260027973,2200.4426617187128,0,463,1,1,9,4.535553814879672,4.770999216695853,1.8577847404813097,1,577.0515305656587,35.96745051440176,380,1,16.67150725269267,67.32371723668075,386.04904171249785
1672,6,31,7,18146.26,1442.188333,7,7,23,5,28,14.0,15.25,11.0,2,1708.57,35.24816755,220,0,66.1580376,64.87791178,273.182884
6393,4,54,10,111346.92,8251.844775,2,4,5672,1,8,1.0,8.48,2.0,1,1044.35,29.49469707,367,1,1058.502072,279.1499191,825.5042335
4721,6,31,2,38035.76,3052.646667,5,4,3,3,17,4.0,9.41,3.0,1,193.26,39.81869472,204,1,93.45511054,67.43202937,394.3775268
4055,2,18,1,13032.705,1032.05875,5,6,3,4,10,17.0,2.11,0.0,1,1497.16,39.94511655,305,1,28.85989008,38.58899769,295.7569872
9043,2,20,4,18925.44,1330.12,9,9,29,5,32,26.0,4.14,9.0,0,2857.33,35.98468632,23,2,44.74583078,106.3325703,271.9335989
1808,2,45,14,35032.66,2853.388333,10,6,33,7,48,15.0,4.52,10.0,0,1789.0,29.05480067,131,2,150.5000973,114.0759643,270.7627718
2275,7,16,8,56062.22,4680.851667,4,4,8,6,28,11.0,19.4,7.0,2,186.61,38.51810156,212,2,175.6312767,252.6114316,319.8424583
3761,6,15,0,52591.26,4359.605,6,10,31,6,16,20.0,17.61,9.0,0,3905.41,27.54001875,144,0,212.3208138,136.4202105,367.2194757
11566,4,38,4,94009.52632631036,7890.599640606594,4,5,8,3,21,10.201020014246794,5.7154384774467415,0.0,1,1179.0587886938285,27.07980979926648,285,0,217.1827238219887,424.58619365957867,404.1754020839918
8794,2,45,4,51200.46,4108.705,7,9,22,5,47,27.0,8.15,7.0,0,4126.76,25.16927389,155,2,151.5022708,175.6898741,353.6783551
8198,2,35,13,84292.18,7108.348333,3,1,8,2,9,6.0,0.5,1.0,1,434.36,33.0830895,398,1,77.70732093,73.58723663,799.5402758
2045,6,39,11,75655.48,6016.623333,1,3,524,3,9,9.0,11.0,1.0,1,1174.52,35.05695098,389,0,111.0230267,692.2664146,88.37289197
7277,1,25,2,28263.5,2514.291667,7,5,24,2,21,11.0,9.34,8.0,2,1993.21,34.00547376,179,2,32.21531559,74.64409395,394.5697571
4702,7,47,1,170759.4,13947.95,2,1,10,3,5,0.0,3.15,8.0,1,12.65,34.30202946,311,0,358.8601966,849.5867599,476.3480436
1295,0,40,6,31357.42,2909.118333,0,4,8,4,3,8.0,-2.52,3.0,1,1390.26,22.47394051,337,1,80.5133837,362.4425807,137.9558689
6098,0,44,9,19927.48,1655.623333,10,6,24,9,27,19.0,9.42,10.0,0,4346.79,34.64860458,130,0,125.7497982,89.40236232,210.4101728
3952,5,56,1,35940.94,2718.078333,5,3,11,1,6,8.0,9.86,0.0,1,237.26,26.5952427,364,1,17.84299552,306.3779226,237.5869152
4553,5,23,13,104849.82,8744.485,4,6,18,0,25,16.0,18.28,1.0,2,1439.21,37.30689657,259,2,0.0,1144.299002,20.1494979
