ID,Month,Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Monthly_Balance,Credit_Score
5274,February,37,Engineer,18721.3,1684.108333,4,5,28,3,18,11,11.26,5,Standard,2646.59,28.77341624,94,Yes,46.5935459,56.6599196,345.1573678,Poor
5275,March,37,Engineer,18721.3,1684.108333,4,5,28,3,18,,11.26,5,Standard,2646.59,40.00829404,95,Yes,46.5935459,173.6729721,238.1443154,Poor
5283,March,38,Writer,31633.94,2729.161667,9,6,26,-100,23,19,9.21,8,Bad,1988.02,32.38421254,213,Yes,73.63276722,161.4633839,317.8200155,Poor
5286,June,38,Writer,31633.94,2729.161667,9,6,26,5,27,16,9.21,8,Bad,1988.02,26.83028435,216,Yes,73.63276722,99.81201663,389.4713828,Poor
5287,July,38,Writer,31633.94,2729.161667,9,6,26,5,23,16,7.21,8,Bad,1988.02,34.15455213,217,Yes,73.63276722,98.46750217,360.8158973,Poor
5294,June,-500,Mechanic,173968.96,,4,7,1,1,4,2,7.54,3,Good,1486.89,26.99840483,366,NM,72.75291632,1382.680801,281.2076157,Good
5303,July,46,Entrepreneur,33928.38,2548.810683,4,7,8,5,28,18,18.62,9,Standard,164.66,30.26089881,182,Yes,184.0784294,94.1696115,348.642776,Poor
5313,January,25,Teacher,34447.49,2723.624167,5,6,4,4,31,8,8.71,0,Good,922.3,28.58710267,362,NM,67.23623576,122.3043885,372.8217925,Good
5314,February,25,Teacher,34447.49,,5,6,4,4,26,8,8.71,0,Good,922.3,26.54317165,363,No,67.23623576,262.7342815,232.3918994,Good
5318,June,25,Teacher,34447.49,2723.624167,5,6,4,4,26,8,8.71,5,Good,922.3,34.38078176,367,NM,67.23623576,22.91120591,422.214975,Good
5320,August,26,Teacher,34447.49,2723.624167,5,6,4,4,26,,8.71,5,Good,922.3,32.52043495,369,No,67.23623576,83.4965222,371.6296587,Good
5322,February,48,Architect,83483.96,6952.996667,0,4,11,1,14,3,4.41,1,Good,152.98,39.22095515,365,No,42.74236078,79.53359641,813.0237095,Poor
5323,March,48,Architect,83483.96,6952.996667,0,4,11,1,14,2,4.41,1,Good,152.98,35.25398289,366,No,42.74236078,101.2364733,801.3208326,Poor
5330,February,42,Architect,9754.75,526.8958333,7,6,21,6,28,16,16.11,10,Bad,4074.72,35.47492367,42,Yes,42.73230601,33.20551363,256.7517637,Poor
5340,April,28,Media_Manager,50173.54,4323.128333,6,4,11,3,19,14,5.09,5,Standard,293.88,33.04024252,304,No,105.3052898,176.0631504,440.9443931,Poor
5341,May,28,Media_Manager,50173.54,4323.128333,6,4,11,3,14,14,5.09,5,Standard,293.88,27.59554395,305,No,105.3052898,206.7894788,380.2180648,Poor
5344,August,28,Media_Manager,50173.54,4323.128333,6,4,11,3,19,16,4.09,5,Standard,293.88,26.60000386,308,No,105.3052898,199.8817267,387.1258168,Poor
5348,April,31,Architect,15627.72,1027.31,6,6,15,3,30,10,5.06,4,Standard,983.22,24.91021745,382,Yes,23.61597002,26.04396158,293.0710684,Good
5349,May,31,Architect,15627.72,1027.31,333,6,15,3,30,,10.06,4,Standard,983.22,30.98630239,383,Yes,23.61597002,41.73974755,317.3752824,Good
5388,April,26,Journalist,145934.16,12446.18,0,5,3,1,20,3,9.42,3,Good,1334.34,44.72084013,204,No,113.5160296,100.5610553,1270.540915,Poor
5389,May,26,Journalist,145934.16,12446.18,0,5,3,1,20,3,9.42,3,Good,1334.34,32.75107665,205,No,113.5160296,215.2087198,1165.893251,Poor
5390,June,26,_______,145934.16,12446.18,0,5,3,1,20,3,9.42,,Good,1334.34,34.70439269,206,No,113.5160296,463.2050918,927.8968786,Poor
5402,February,30,Media_Manager,9599.265,618.93875,3,9,21,5,13,17,18.02,8,Standard,1935.7,24.6526971,147,Yes,29.10631141,10.48334941,262.3042142,Poor
5403,March,30,Media_Manager,9599.265,618.93875,3,9,21,5,13,20,18.02,8,Standard,1935.7,36.50037977,148,Yes,29.10631141,15.22699635,287.5605672,Poor
5404,April,30,Media_Manager,9599.265,618.93875,3,9,21,5,13,20,18.02,8,Standard,1935.7,24.30860687,149,Yes,29.10631141,40.40908431,282.3784793,Poor
5406,June,692,_______,9599.265,,3,9,21,5,13,20,18.02,12,Standard,1935.7,41.08505092,151,Yes,29.10631141,34.20619611,278.5813675,Poor
5407,July,30,Media_Manager,9599.265,,3,9,21,-100,13,20,18.02,12,Standard,1935.7,33.40909441,152,Yes,29.10631141,33.23984443,289.5477192,Poor
5408,August,30,Media_Manager,9599.265,618.93875,3,9,21,5,13,21,18.02,12,Standard,1935.7,35.91335981,153,NM,29.10631141,30.97979034,291.8077732,Poor
5410,February,41,Accountant,61796.92,,9,9,28,9,24,19,31.46,,Bad,3133.49,27.52408012,134,Yes,334.4616622,243.9567913,213.4558798,Poor
5412,April,41,Accountant,61796.92,5318.743333,9,9,1908,9,24,22,27.46,10,Bad,3133.49,30.30876844,136,Yes,334.4616622,114.2512888,323.1613823,Poor
5413,May,41,Accountant,61796.92,5318.743333,9,9,28,9,24,21,27.46,10,Bad,3133.49,28.33476221,137,Yes,334.4616622,538.4732437,,Poor
5415,July,41,Accountant,61796.92,5318.743333,9,9,28,9,24,17,27.46,10,Bad,3133.49,25.74219525,139,NM,334.4616622,37.97450703,399.4381641,Poor
5417,January,43,Media_Manager,20133.61,1671.800833,8,1116,18,6,10,18,8.1,5,Standard,1265.65,39.17898947,154,NM,54.97308367,103.9291163,298.2778834,Poor
5419,March,43,_______,20133.61,1671.800833,8,7,18,6,12,19,8.1,5,Standard,1265.65,39.81931384,156,Yes,54.97308367,202.5991635,199.6078362,Poor
5421,May,43,Media_Manager,20133.61,,8,7,18,6,12,,8.1,5,Standard,1265.65,30.17064251,158,Yes,54.97308367,111.2306251,290.9763746,Poor
5425,January,41,Journalist,8406.375,944.53125,9,5,25,9,44,20,5.8,10,Bad,1853.17,39.81214545,205,Yes,44.00521092,38.7778423,271.6700718,Poor
5426,February,41,Journalist,8406.375,,9,5,25,9,44,20,1.8,10,Bad,1853.17,25.0757265,206,Yes,44.00521092,64.83735437,275.6105597,Poor
5429,May,41,Journalist,8406.375,944.53125,9,5,25,9,44,20,1.8,10,Bad,1853.17,37.41638879,209,Yes,44.00521092,66.88814319,273.5597709,Poor
5449,January,27,Lawyer,99903.36,8442.28,8,6,8,0,16,14,9.14,3,Good,29.6,28.38918394,187,No,0,,940.9932154,Good
5450,February,28,Lawyer,99903.36,8442.28,8,6,8,0,13,,16.14,3,Good,29.6,26.58833546,188,No,0,322.2862076,801.9417924,Good
5452,April,28,Lawyer,99903.36,8442.28,8,6,8,0,16,11,9.14,3,Good,29.6,34.91860438,190,No,0,149.8007944,944.4272056,Good
5453,May,28,Lawyer,99903.36,8442.28,8,6,8,0,16,11,8.14,3,Good,29.6,41.76078023,191,No,0,257.2798851,836.9481149,Good
5467,March,32,Musician,39232.16,3331.346667,5,7,1,0,14,10,11.32,0,Good,487.44,29.36808628,318,No,0,,547.2299692,Poor
5470,June,33,Musician,39232.16,3331.346667,5,7,1,0,14,10,4.32,0,Good,487.44,39.39001044,321,No,0,135.9702286,457.164438,Poor
5472,August,33,Musician,39232.16,3331.346667,5,7,1,0,14,12,5.32,5,Good,487.44,39.71593612,323,No,0,106.5576536,476.5770131,Poor
5481,January,49,_______,83503.12,,1,4,1,2,12,11,12.32,3,Good,796.88,38.81013298,328,NM,72.09743299,721.243141,191.9187594,Good
5484,April,49,Accountant,83503.12,7052.593333,1,4,1,2,12,11,2.32,5,Good,796.88,34.1230494,331,No,72.09743299,384.9023293,508.259571,Good
5485,May,49,Accountant,83503.12,7052.593333,1,4,1,2,10,,5.32,5,Good,796.88,37.483406,332,NM,72.09743299,165.7252441,707.4366562,Good
5487,July,50,Accountant,83503.12,7052.593333,1,4,1,2,12,11,5.32,5,Good,796.88,28.27117662,334,No,72.09743299,259.1964241,623.9654762,Good
5494,June,52,Accountant,143372.68,11822.72333,2,4,10,0,10,11,4.17,0,Good,159.96,34.28497047,274,No,0,321.9383985,1140.333935,Good
5495,July,52,Accountant,143372.68,11822.72333,2,4,10,0,11,,4.17,0,Good,159.96,33.57882334,275,No,0,295.7561952,1126.516138,Good
5504,August,51,Mechanic,131617.4,10742.11667,4,3,15,0,13,20,1.82,7,Standard,929.47,36.84907483,266,No,0,163.6134278,1160.598239,Poor
5506,February,4745,Mechanic,15054.47,1458.539167,10,9,20,6,17,21,-2.95,7,Bad,1539.61,38.27920116,188,Yes,68.26365969,106.0456404,261.5446166,Poor
5508,April,21,Mechanic,15054.47,1458.539167,10,9,20,6,19,21,1.05,7,Bad,1539.61,37.44794537,190,Yes,68.26365969,93.7592225,273.8310345,Poor
5510,June,21,Mechanic,15054.47,1458.539167,10,9,20,6,17,21,1.05,7,Bad,1539.61,31.76187324,192,NM,68.26365969,123.5256286,244.0646284,Poor
5516,April,50,Musician,18268.61,1317.384167,3,4,6,4,24,14,11.05,3,Standard,393.05,27.31145903,306,Yes,42.07877621,36.8680453,302.7915952,Good
5517,May,50,Musician,18268.61,1317.384167,3,4,6,4,24,11,11.05,3,Standard,393.05,23.84175046,307,Yes,42.07877621,52.6568609,287.0027796,Good
5518,June,50,Musician,18268.61,1317.384167,3,4,6,4,24,14,9.05,3,Standard,393.05,25.35225982,308,NM,42.07877621,83.86811132,265.7915291,Good
5526,June,25,Teacher,142152.48,11894.04,6,7,19,0,13,13,11.91,1,Standard,185.7,42.79621908,193,Yes,0,219.3413053,1210.062695,Good
5535,July,40,Journalist,20138.945,1940.245417,4,5,6,2,9,2,2.05,4,Good,1201.14,25.18967056,277,No,23.32435439,77.51842744,343.1817598,Good
5540,April,48,Scientist,144468.72,11788.06,3,3,7,3,1,12,3.01,4,Good,539.74,38.5445521,253,No,241.3990484,1078.460584,128.9463671,Good
5561,January,23,Teacher,58942.6,,9,6,18,6,58,22,0.52,12,Bad,2517,30.79378537,183,Yes,187.7035449,158.1660918,421.0186966,Poor
5564,April,23,Teacher,58942.6,5168.883333,9,6,18,6,58,21,0.52,12,Bad,2517,24.18366188,186,Yes,187.7035449,426.9549765,192.2298119,Poor
5567,July,23,Teacher,58942.6,5168.883333,9,6,18,6,58,22,0.52,12,Bad,2517,39.63198162,189,Yes,187.7035449,,386.6651994,Poor
5577,January,52,Journalist,33815.65,2624.970833,5,1,2,-100,14,0,11.61,3,Good,91.55,34.7516808,182,NM,112.3566884,231.124852,209.015543,Good
5578,February,52,Journalist,33815.65,2624.970833,5,1,2,640,18,,11.61,3,Good,91.55,25.46308961,183,No,112.3566884,179.4249206,230.7154743,Good
5579,March,52,Journalist,33815.65,,5,1,2,4,14,0,11.61,3,Good,91.55,27.8990652,184,No,112.3566884,,257.5890076,Good
5581,May,53,Journalist,33815.65,2624.970833,5,1,2,4,10,0,11.61,3,Good,91.55,28.51094137,186,No,112.3566884,185.5946936,234.5457013,Good
5584,August,53,Journalist,33815.65,,5,1,2,4,14,-3,11.61,3,Good,91.55,31.65449272,189,No,112.3566884,17.61667792,372.523717,Good
5589,May,37,Lawyer,42769.78,3549.560338,4,4,16,4,13,11,7.58,3,Standard,308.91,36.29394378,279,No,312.964608,58.66716514,450.5710559,Good
5590,June,37,Lawyer,42769.78,3549.560338,4,325,16,4,14,,7.58,3,Standard,308.91,26.03242578,280,No,312.964608,79.34583327,429.8923877,Good
5596,April,42,Lawyer,20474.27,1797.189167,6,5,949,3,30,12,3.99,6,Standard,1123.23,27.39632845,210,No,37.00176232,179.6672024,243.0499519,Poor
5599,July,42,_______,20474.27,1797.189167,6,5,16,3,30,11,-2.01,6,Standard,1123.23,39.4079113,213,No,37.00176232,129.9295595,302.7875948,Poor
5600,August,42,Lawyer,20474.27,,6,5,16,3,30,12,-3.01,6,Standard,1123.23,27.85710703,214,No,37.00176232,50.39751759,352.3196368,Poor
5601,January,40,Mechanic,38894.06,3010.171667,8,10,32,7,22,22,17.29,10,Bad,3997.22,34.07829714,69,Yes,215.5957113,61.47368389,263.9477715,Poor
5602,February,40,Mechanic,38894.06,3010.171667,8,10,32,7,22,,21.29,10,Bad,3997.22,37.70120955,70,Yes,215.5957113,79.77080345,265.6506519,Poor
5603,March,40,Mechanic,38894.06,3010.171667,8,10,32,7,22,22,21.29,,Bad,3997.22,26.04632435,71,Yes,215.5957113,127.0867266,228.3347288,Poor
5605,May,41,Mechanic,38894.06,3010.171667,8,10,32,7,22,21,21.29,10,Bad,3997.22,32.06114054,73,Yes,215.5957113,121.9716904,243.449765,Poor
5606,June,41,Mechanic,38894.06,3010.171667,8,10,32,7,22,,21.29,10,Bad,3997.22,40.57240855,74,Yes,215.5957113,205.4742773,139.9471781,Poor
5630,June,35,Doctor,83359.08,6767.181857,8,6,13,3,25,10,10.42,0,Standard,1024.19,33.5177588,218,Yes,590.5575369,145.186785,622.5228213,Good
5632,August,35,Doctor,83359.08,6767.181857,8,6,13,3,22,10,10.42,0,Standard,1024.19,30.71304384,220,Yes,590.5575369,242.4095613,535.300045,Good
5634,February,49,Entrepreneur,44747.54,,1,4,11,2,1,6,2.28,,Good,833.1,39.79202518,233,No,48.88539432,317.3758626,312.2349097,Good
5638,June,49,_______,44747.54,3984.961667,1,4,11,2,1,6,2.28,3,Good,833.1,38.62852635,237,No,48.88539432,57.29594461,542.3148277,Good
5641,January,53,Manager,102630,8328.5,3,6,5,-100,11,17,4.12,4,Good,82.66,26.21462128,289,No,281.0989547,670.7192091,151.0318362,Good
5646,June,54,Manager,102630,8328.5,3,6,5,1019,11,17,5.12,4,Good,82.66,36.96740261,294,No,281.0989547,87.10198105,704.6490642,Good
5648,August,54,Manager,12962224,,3,6,5,4,11,20,5.12,4,Good,82.66,31.1551951,296,No,281.0989547,182.9340429,618.8170023,Good
5649,January,29,Mechanic,52595.46,,9,7,28,6,41,12,13.8,9,Standard,1394.29,34.3414155,226,Yes,244.3970313,337.6376563,161.2608124,Poor
5650,February,29,Mechanic,52595.46,4532.955,9,7,28,6,41,9,8.8,9,Standard,1394.29,31.53741691,227,Yes,244.3970313,162.2438721,296.6545966,Poor
5655,July,30,Mechanic,52595.46,4532.955,9,7,28,6,41,12,13.8,13,Standard,1394.29,35.437703,232,Yes,244.3970313,130.7981372,338.1003315,Poor
5656,August,30,Mechanic,52595.46,4532.955,9,7,28,6,41,12,13.8,13,Standard,1394.29,31.92996039,233,Yes,244.3970313,113.8560112,345.0424575,Poor
5661,May,34,Scientist,101462.64,,4,3,8,2,26,20,18.84,8,Standard,251.39,36.27313229,181,Yes,113.900936,342.4471325,686.9739316,Poor
5663,July,34,Scientist,101462.64,8633.22,4,3,8,2,26,,18.84,8,Standard,251.39,26.35289357,183,Yes,113.900936,371.4887186,657.9323455,Poor
5664,August,34,Scientist,101462.64,8633.22,4,3,8,2,26,20,18.84,8,Standard,251.39,34.71862179,184,Yes,113.900936,,894.2771757,Poor
5668,April,19,Musician,77930.28,6504.19,8,8,25,7,45,,0.64,10,Bad,1597.7,27.84769428,131,Yes,449.5057237,95.63493458,345.2783418,Poor
5669,May,19,Musician,77930.28,6504.19,8,8,25,7,44,23,0.64,10,Bad,1597.7,30.62412718,132,Yes,449.5057237,114.4348955,326.4783808,Poor
5670,June,19,Musician,77930.28,6504.19,8,8,25,7,40,22,0.64,10,Bad,1597.7,34.05026402,133,Yes,449.5057237,395.769898,75.14337838,Poor
5681,January,15,Entrepreneur,56510.8,,9,5,17,6,32,18,9.78,12,Bad,2731.73,36.10934319,127,NM,253.9194589,135.087795,315.3160795,Poor
5683,March,15,Entrepreneur,56510.8,4543.233333,9,5,17,6,31,17,15.78,12,Bad,2731.73,31.80159389,129,Yes,253.9194589,86.18563366,374.2182408,Poor
5687,July,16,Entrepreneur,56510.8,,9,5,17,6,31,14,15.78,15,Bad,2731.73,30.69090889,133,Yes,253.9194589,57.78615623,382.6177182,Poor
5691,March,53,Mechanic,42048.24,3758.02,6,4,5,2,22,8,9.54,1,Good,975.52,36.59525987,348,No,53.58146326,276.9410213,325.2795154,Good
5692,April,53,Mechanic,42048.24,3758.02,6,4,5,2,22,8,9.54,1,Good,975.52,34.37058754,349,NM,53.58146326,125.9631224,446.2574143,Good
5693,May,53,Mechanic,42048.24,3758.02,6,4,5,2,24,8,9.54,1,Good,975.52,31.94409691,350,No,53.58146326,60.92178022,511.2987565,Good
5695,July,54,Mechanic,42048.24,3758.02,6,4,5,2,22,8,9.54,4,Good,975.52,28.82091866,352,No,59544,64.63033107,497.5902057,Good
5697,January,21,Writer,136680.12,11420.01,0,5,3,-100,-1,1,4.06,0,Good,1269.93,34.29222538,215,No,112.9954332,449.7106352,849.2949316,Good
5698,February,21,Writer,136680.12,11420.01,0,5,3,1,6,1,4.06,0,Good,1269.93,31.44831133,216,No,112.9954332,154.2559188,1114.749648,Good
5699,March,21,_______,136680.12,10272.75859,0,5,3,1,2,4,4.06,0,Good,1269.93,30.76569376,217,No,1260.246838,288.0229801,980.9825868,Good
5700,April,21,Writer,136680.12,10272.75859,0,5,3,1,3,1,4.06,0,Good,1269.93,28.42998362,218,No,1260.246838,758.0904265,540.9151403,Good
5704,August,22,Writer,136680.12,10272.75859,0,5,3,1,3,1,4.06,0,Good,1269.93,43.03796645,222,No,1260.246838,241.2765635,1037.729003,Good
5713,January,47,Journalist,108172.29,9230.3575,3,1,7,4,3,6,8.34,1,Good,539.59,30.29037487,305,No,359.907681,703.1753558,139.9527132,Good
5715,March,47,Journalist,108172.29,,3,1,7,4,3,,8.34,1,Good,539.59,38.5244582,307,No,359.907681,369.5823592,463.5457098,Good
5716,April,47,Journalist,108172.29,9230.3575,3,1,7,4,3,1,8.34,1,Good,539.59,36.93675026,308,No,359.907681,239.8685721,573.2594969,Good
5717,May,47,Journalist,108172.29,9230.3575,3,1,7,4,3,,8.34,1,Good,539.59,25.86190308,309,No,359.907681,526.0278671,297.1002019,Good
5720,August,47,Journalist,108172.29,9230.3575,3,1,7,4,3,4,8.34,1,Good,539.59,29.87830941,312,No,359.907681,443.1622017,379.9658673,Good
5729,January,35,Lawyer,18873.2,1499.766667,3,1,4,4,9,10,-1.61,3,Good,1170.52,38.64565958,236,No,32.02761974,53.9952982,353.9537487,Good
5735,July,35,Lawyer,18873.2,,3,1,4,4,9,12,4.39,57,Good,1170.52,35.67318237,242,No,32.02761974,69.42082444,338.5282225,Good
5737,January,27,Musician,38491.94,3098.661667,5,7,18,4,15,,7.31,4,Standard,1659.15,23.88847392,160,Yes,82.01131524,84.56740133,403.2874501,Poor
5741,May,27,Musician,38491.94,3098.661667,5,7,18,4,15,9,7.31,4,Standard,1659.15,30.53031153,164,Yes,82.01131524,338.1115093,179.7433421,Poor
5745,January,26,Musician,75044.98,5967.748333,0,1,2,2,9,10,7.49,2,Good,933.23,34.64544136,341,No,68.31153802,503.4875622,294.9757331,Good
5748,April,26,Musician,75044.98,5967.748333,0,1,2,2,9,11,4.49,2,Good,933.23,34.64809267,344,NM,68.31153802,242.999411,545.4638843,Good
5749,May,26,Musician,75044.98,5967.748333,0,1,2,2,9,12,7.49,2,Good,933.23,39.15938986,345,NM,68.31153802,141.5804716,626.8828237,Good
5750,June,26,Musician,75044.98,5967.748333,0,1,2,2,9,9,7.49,2,Good,933.23,29.44149528,346,NM,68.31153802,98.2306107,680.2326846,Good
5751,July,27,Musician,75044.98,5967.748333,0,1,2,2,7,11,14.49,4,Good,933.23,32.75854771,347,No,68.31153802,77.08141544,701.3818799,Good
5752,August,27,Musician,75044.98,5967.748333,0,1,2,2,13,15,7.49,4,Good,933.23,27.46362279,348,No,68.31153802,76.63827725,701.8250181,Good
5759,July,919,Musician,11162.02,743.1683333,8,7,17,4,26,10,5.61,2,Standard,1235.11,34.33317263,291,No,30.49913716,74.82062977,258.9970664,Poor
5760,August,47,Musician,11162.02,743.1683333,8,7,17,4,28,9,1.61,2,Standard,1235.11,25.37920762,292,No,30.49913716,26.53808585,287.2796103,Poor
5771,March,50,Accountant,65912.38,,0,268,8,0,13,6,5.77,1,Good,300.63,40.6807249,190,No,0,137.5985151,646.7713182,Good
5772,April,50,Accountant,65912.38,5343.698333,0,1326,8,0,13,,5.77,1,Good,300.63,36.91429241,191,No,0,241.2870802,563.0827531,Good
5776,August,50,Accountant,65912.38,5343.698333,0,4,8,0,13,6,5.77,6,Good,300.63,36.41663803,195,No,0,165.0082524,629.3615809,Good
5783,July,21,Media_Manager,15399.52,1438.293333,4,3,18,1,25,17,25.03,2,Standard,556.93,31.46165042,340,Yes,11.41861543,69.91947829,332.4912396,Good
5789,May,-500,Journalist,66174.84,5263.57,8,7,2894,4,19,10,11.23,4,Standard,951.18,30.67584013,249,NM,150.9081878,245.8853935,409.5634188,Poor
5792,August,54,Journalist,66174.84,5263.57,8,7,18,4,19,10,11.23,4,Standard,951.18,39.60295461,252,No,150.9081878,112.6233069,512.8255054,Poor
5800,August,35,_______,9597.79,955.8158333,6,5,6,3,23,10,11.42,6,Standard,289.1,38.43844411,352,Yes,23.11748686,48.4048985,284.059198,Poor
5804,April,24,Accountant,34428.21,2575.0175,2,4,8,0,3,12,8.51,0,Good,180.7,39.9175083,326,No,79286,84.77464515,432.7271049,Good
5815,July,19,Engineer,15479.34,1143.945,6,9,33,-100,20,23,27.12,9,Bad,3106.09,34.4234951,21,Yes,47.71745624,130.2206087,226.456435,Poor
5816,August,19,Engineer,15479.34,1143.945,6,9,33,-100,24,24,27.12,9,Bad,3106.09,29.83516542,22,Yes,47.71745624,76.14522292,280.5318208,Poor
5817,January,31,Lawyer,19942.04,1783.836667,7,9,20,6,51,25,24.57,12,Bad,4542.88,37.99782862,62,NM,91.45962738,87.94033439,288.9837049,Poor
5818,February,31,Lawyer,19942.04,1783.836667,7,9,20,6,51,22,21.57,12,Bad,4542.88,27.1085795,63,Yes,91.45962738,45.64792674,291.2761125,Poor
5819,March,31,Lawyer,19942.04,1783.836667,7,9,20,6,48,22,24.57,12,Bad,4542.88,26.04493574,64,Yes,91.45962738,40.66082007,286.2632192,Poor
5820,April,32,Lawyer,19942.04,1783.836667,7,9,20,6,51,20,24.57,12,Bad,4542.88,37.19683056,65,Yes,91.45962738,113.4327945,243.4912447,Poor
5821,May,32,Lawyer,19942.04,1783.836667,7,9,20,6,51,22,18.57,12,Bad,4542.88,27.95465659,66,NM,91.45962738,42.84130086,314.0827384,Poor
5823,July,32,Lawyer,19942.04,1783.836667,7,9,20,6,51,22,18.57,14,Bad,4542.88,24.88237878,68,Yes,91.45962738,82.17158609,274.7524532,Poor
5824,August,32,Lawyer,19942.04,1783.836667,7,9,20,6,51,25,24.57,14,Bad,4542.88,36.62296356,69,Yes,7103,105.7932168,251.1308225,Poor
5825,January,24,Journalist,7912.495,521.3745833,9,8,29,6,44,20,14.69,11,Standard,1494.52,31.63962486,128,Yes,38.29340912,49.42408745,254.4199618,Poor
5832,August,25,Journalist,7912.495,521.3745833,9,8,29,6,49,19,1.69,11,Standard,1494.52,38.87761475,135,Yes,38.29340912,53.69214335,240.1519059,Poor
5850,February,15,Accountant,54994.77,4353.8975,7,5,32,9,40,20,25.45,6,Bad,3450.16,28.77014439,74,Yes,315.2732,511.5875343,,Poor
5853,May,16,_______,54994.77,4353.8975,7,5,32,9,38,20,25.45,6,Bad,3450.16,23.08814406,77,NM,315.2732,82.22135231,277.8951977,Poor
5854,June,16,Accountant,54994.77,4353.8975,7,5,32,9,38,23,25.45,6,Bad,3450.16,30.69189087,78,Yes,315.2732,240.9030168,169.2135332,Poor
5862,June,42,Writer,59908.68,,3,5,33,5,23,12,9.07,17,Standard,2561.65,25.15300785,176,Yes,201.2086508,350.5610447,226.7693045,Poor
5865,January,36,Manager,22250.525,,4,4,7,0,20,4,3.1,1864,Good,1443.78,38.09630491,359,No,0,,344.7981635,Poor
5871,July,-500,_______,22250.525,1945.210417,4,4,7,0,18,4,3.1,2,Good,1443.78,34.42638739,365,No,0,66.65607178,377.8649699,Poor
5872,August,36,Manager,22250.525,1945.210417,4,4,7,0,20,4,3.1,2,Good,1443.78,32.91344543,366,NM,0,148.7763378,335.7447038,Poor
5873,January,47,Scientist,86189.58,,5,3,12,4,28,,6.15,3,Good,1425.02,29.74497368,215,No,154.9735327,167.1785306,650.5944367,Poor
5876,April,47,Scientist,86189.58,7127.465,5,3,12,4,31,9,8.15,8,Good,1425.02,37.39926212,218,No,154.9735327,180.0787842,617.6941831,Poor
5879,July,47,Scientist,86189.58,7127.465,5,3,12,-100,28,4,8.15,,Good,1425.02,29.15312744,221,No,154.9735327,,412.2893237,Poor
5880,August,47,Scientist,86189.58,,5,3,12,4,28,6,8.15,8,Good,1425.02,37.2297992,222,NM,154.9735327,148.9347525,658.8382149,Poor
5883,March,6765,Entrepreneur,19848.365,1905.030417,5,3,1,2,12,13,7.38,8,Good,1278.69,26.90613726,396,No,23.24702153,67.1608581,360.095162,Good
5884,April,49,Entrepreneur,19848.365,1905.030417,5,3,1,2,12,10,9.38,8,Good,1278.69,27.54968053,397,No,67371,65.23652046,352.0194997,Good
5886,June,49,Entrepreneur,19848.365,1905.030417,5,3,1,2,16,8,7.38,8,Good,1278.69,36.35064134,399,NM,23.24702153,97.41377368,339.8422465,Good
5891,March,43,Media_Manager,99902.37,8249.1975,3,6,1,2,7,2,5,3,Good,446.72,31.08980659,189,No,97.36612204,99.76416265,867.7894653,Good
5892,April,43,Media_Manager,99902.37,8249.1975,3,1038,1,2,2,-1,10,3,Good,446.72,36.33793604,190,No,97.36612204,702.0727071,295.4809208,Good
5893,May,43,Media_Manager,99902.37,8249.1975,3,6,1,2,2,2,9,3,Good,446.72,33.14399616,191,No,97.36612204,674.5641705,322.9894574,Good
5894,June,43,Media_Manager,99902.37,8249.1975,3,6,1,-100,3,2,10,3,Good,446.72,40.97517363,192,No,97.36612204,243.1041711,764.4494569,Good
5898,February,22,Musician,15081.12,1298.76,8,7,22,4,30,,19.08,11,Standard,1987.21,23.63112034,200,Yes,46340,58.23585117,320.5742553,Poor
5899,March,22,Musician,15081.12,1298.76,8,7,22,4,31,16,19.08,11,Standard,1987.21,25.55394148,201,Yes,41.06589355,46.36948654,332.4406199,Poor
5904,August,22,Musician,15081.12,1298.76,8,7,22,4,30,16,19.08,15,Standard,1987.21,25.05613055,206,Yes,41.06589355,91.53003122,287.2800752,Poor
5907,March,47,Doctor,165002.4,13725.2,4,3,9,1,12,6,6.43,0,Good,108.82,33.39134974,244,No,123.5813365,583.2068224,955.7318411,Good
5908,April,48,Doctor,165002.4,13725.2,4,3,9,1,17,6,6.43,3,Good,108.82,35.64488106,245,No,123.5813365,597.7906082,931.1480553,Good
5914,February,35,Manager,30776.8,2325.733333,6,6,26,9,55,25,3.02,11,Bad,1309.32,38.64347498,184,NM,200.4641583,141.5114239,180.5977511,Poor
5921,January,24,Writer,20513.23,1508.435833,6,9,22,2,36,19,17.5,6,Standard,1653.86,36.42431448,178,Yes,32.5775458,106.4941496,301.771888,Poor
5922,February,112,Writer,20513.23,1508.435833,6,9,22,2,38,,17.5,6,Standard,1653.86,25.86634894,179,Yes,32.5775458,83.27794568,304.9880919,Poor
5925,May,24,Writer,20513.23,1508.435833,6,9,22,2,42,22,17.5,6,Standard,1653.86,29.86838477,182,Yes,32.5775458,113.8634343,284.4026032,Poor
5929,January,15,Scientist,7046.5,355.2083333,4,6,20,5,29,12,8.82,6,Standard,1765.67,31.35891354,194,Yes,23.25041483,0,245.7367759,Poor
